(index -> (radius,density,mass within (shells),gravitational acceleration (shells),density slope,mass within (linear),gravitational acceleration (linear)
"radius[unit=""m""]","density[unit=""kg/m^3""]",mass[unit=”kg”],acceleration[unit=”m/s^2”],slope[unit=””],mass[unit=”kg”],acceleration[unit=”m/s^2”]
5851000,3874.99,5.13207753597838E+024,-10.0054986235491,-0.00126078151953802,5.12833552077648E+024,-9.99820319052239
5864333,3858.19,5.15435459218602E+024,-10.0032879289667,-0.0012600315007875,5.15056424931117E+024,-9.99593183996492
5877667,3841.38,5.17663782887456E+024,-10.0010028371323,-0.00126068696565171,5.17279890560489E+024,-9.99358623126169
5891000,3824.58,5.19892319417608E+024,-9.99864340097564,-0.00126003150078753,5.19503550237658E+024,-9.99116653653578
5904333,3807.77,5.22121175868752E+024,-9.9962093807655,-0.00126078151953798,5.21727504802689E+024,-9.98867239780945
5917667,3790.97,5.24350448198897E+024,-9.9937003067969,-0.00125993700314986,5.23951855625456E+024,-9.98610345103532
5931000,3774.16,5.26579741807204E+024,-9.99111649518789,-0.00126078151953798,5.26176202935294E+024,-9.98345990766753
5944333,3757.36,5.28809151243985E+024,-9.9884574716368,-0.0012600315007875,5.28400646748884E+024,-9.98074139908645
5957667,3740.55,5.31038783325558E+024,-9.98572297894737,-0.00126068696565171,5.30625287545575E+024,-9.97794755003047
5971000,3723.75,5.33268230708392E+024,-9.98291314910085,-0.00126003150078753,5.32849724619034E+024,-9.975078611617
5971000,3543.26,5.33268230708392E+024,-9.98291314910085,#DIV/0!,5.32849724619034E+024,-9.975078611617
5984846,3535,5.35471350136813E+024,-9.97782777504449,-0.000596562184024283,5.35050274123671E+024,-9.96998155892432
5998692,3526.73,5.37679527360919E+024,-9.97277673855894,-0.000597284414271268,5.37255866384243E+024,-9.96491875602804
6012538,3518.46,5.3989273199548E+024,-9.96775916656788,-0.000597284414271268,5.39466474099224E+024,-9.95988938836763
6026385,3510.19,5.42111100281873E+024,-9.96277395568392,-0.000597241279699573,5.41682233293401E+024,-9.95489235196657
6040231,3501.92,5.44334287309894E+024,-9.95782108644627,-0.000597284414271268,5.4390279940612E+024,-9.94992762934295
6054077,3493.65,5.46562428252868E+024,-9.95289946320537,-0.000597284414271268,5.46128307394985E+024,-9.94499412425405
6067923,3485.39,5.4879549828127E+024,-9.94800836330633,-0.000596562184024283,5.48358735601216E+024,-9.94009117228058
6081769,3477.12,5.51033478821094E+024,-9.94314718817561,-0.000597284414271268,5.50594059026556E+024,-9.93521805888961
6095615,3468.85,5.53276338320052E+024,-9.93831511509017,-0.000597284414271268,5.52834249289467E+024,-9.93037401985335
6109462,3460.58,5.55524214157272E+024,-9.93351110325563,-0.000597241279699573,5.55079443547244E+024,-9.92555801375832
6123308,3452.31,5.57776756167528E+024,-9.92873515602775,-0.000597284414271268,5.57329291994683E+024,-9.92077004594588
6137154,3444.04,5.60034100662259E+024,-9.92398623931663,-0.000597284414271268,5.59583930722272E+024,-9.91600908170337
6151000,3435.78,5.62296221818905E+024,-9.91926367813039,-0.00059656218402425,5.61843337166441E+024,-9.9112745042586
6151000,3359.49,5.62296221818905E+024,-9.91926367813039,#DIV/0!,5.61843337166441E+024,-9.9112745042586
6165000,3361.01,5.64537474430268E+024,-9.91362159586746,0.00010857142857146,5.64085097188995E+024,-9.90567757622008
6179000,3362.53,5.66789948112036E+024,-9.90812490401505,0.000108571428571427,5.66338080590863E+024,-9.90022575221331
6193000,3364.05,5.69053675285786E+024,-9.90277236997554,0.000108571428571427,5.68602319798865E+024,-9.8949178022273
6207000,3365.58,5.71328688404543E+024,-9.8975627750363,0.000109285714285696,5.70877850655172E+024,-9.88975256872893
6221000,3367.1,5.73615026746079E+024,-9.89249503133886,0.000108571428571427,5.73164705674985E+024,-9.88472884888096
6235000,3368.62,5.75912716063661E+024,-9.88756782970051,0.000108571428571427,5.75462914000719E+024,-9.87984539488838
6249000,3370.14,5.78221788904727E+024,-9.88277999195652,0.000108571428571427,5.77772508185053E+024,-9.87510103105887
6263000,3371.66,5.80542277848163E+024,-9.87813035309546,0.000108571428571427,5.80093520812114E+024,-9.87049459482582
6277000,3373.18,5.828742155043E+024,-9.87361776108343,0.000108571428571427,5.82425984497476E+024,-9.86602493657289
6291000,3374.71,5.85217634514921E+024,-9.86924107669093,0.000109285714285729,5.84769935364345E+024,-9.86169097808442
6291000,3374.71,5.85217634514921E+024,-9.86924107669093,#DIV/0!,5.84769935364345E+024,-9.86169097808442
6309533,3376.72,5.88337315617201E+024,-9.86365074006286,0.000108455188042938,5.87890546429133E+024,-9.85616052124528
6328067,3378.73,5.91477416515651E+024,-9.85829372068469,0.000108449336354819,5.91031582817314E+024,-9.85086290519442
6346600,3380.75,5.94637674315494E+024,-9.85316805412225,0.000108994766092914,5.94192786230395E+024,-9.84579624224908
6346600,2900,5.94637674315494E+024,-9.85316805412225,#DIV/0!,5.94192786230395E+024,-9.84579624224908
6356000,2900,5.96019524778987E+024,-9.84687519488826,0,5.95574636693888E+024,-9.83952517149551
6356000,2600,5.96019524778987E+024,-9.84687519488826,#DIV/0!,5.95574636693888E+024,-9.83952517149551
6368000,2600,5.97606433388506E+024,-9.83591752133021,0,5.97161545303407E+024,-9.82859517293038
6368000,1020,5.97606433388506E+024,-9.83591752133021,#DIV/0!,5.97161545303407E+024,-9.82859517293038
6371000,1020,5.97762439633048E+024,-9.82922182249123,0,5.97317551547949E+024,-9.8219063684167
